id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19302170,Paseo de Gracia  Apartment 5 1,21873399,Sol,Eixample,la Dreta de l'Eixample,41.39972,2.16517,Entire home/apt,90,3,21,2019-06-16,0.84,38,126
19302367,"Exclusive, modern BCN Center 4pax.  2bedr +2bathr.",3972936,Willem,Eixample,el Fort Pienc,41.39378,2.17886,Entire home/apt,155,31,0,,,28,10
19304849,Beautiful Flat with Private Terrace in Barceloneta,8379752,Raluca,Ciutat Vella,la Barceloneta,41.38024,2.19151,Entire home/apt,55,31,2,2019-02-23,0.08,1,117
19305348,Estupenda habitacion en ViIla de Gracia,62453234,Martina,Gràcia,la Vila de Gràcia,41.40255,2.1621,Private room,35,2,1,2017-08-26,0.04,2,0
19305430,Barcelona  central Modernist architecture+balcony,133893358,Jordi,Eixample,Sant Antoni,41.37831,2.15611,Entire home/apt,100,6,107,2019-08-05,4.12,4,188
19306107,"Sweethome in Gracia!
Desayuno/Breakfast",2524373,Yolanda,Gràcia,la Vila de Gràcia,41.40506,2.15891,Private room,29,4,72,2019-08-06,2.75,1,294
19306927,Beautiful 1 bed house with Feng Shui Culture,135211075,Angels & Diego,Sants-Montjuïc,Sants - Badal,41.37827,2.1293,Entire home/apt,15,31,6,2019-06-13,0.27,1,357
19308050,Room barcelona diamonds,61302222,Roberto,Ciutat Vella,el Barri Gòtic,41.38283,2.17779,Private room,41,3,70,2019-07-26,2.81,2,21
19308504,Near the beach! Double ensuite room +A/C,135215992,Jesusa,Sant Martí,el Parc i la Llacuna del Poblenou,41.39586,2.18828,Private room,80,2,119,2019-08-04,4.61,1,27
19314515,The economic room in 20 minutes from the center,135267973,Alexei,Nou Barris,Verdun,41.44095,2.1734,Private room,20,3,25,2019-07-24,0.99,1,20
19320230,Single room in central Barcelona,86858388,Dani,Eixample,Sant Antoni,41.37657,2.15569,Private room,32,2,0,,,2,28
19321199,Spacious and bright apt for 8 near Sagrada Familia,10380563,Tendency,Horta-Guinardó,el Baix Guinardó,41.41093,2.17237,Entire home/apt,108,3,64,2019-07-21,2.56,39,31
19321540,Luxury apartment in front of the sea....,26165888,Silvia,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40883,2.216,Entire home/apt,1100,1,0,,,19,345
19321967,BSB Cherry Blossom El Born,72984879,Ellie,Ciutat Vella,el Barri Gòtic,41.38253,2.17716,Entire home/apt,70,60,0,,,17,325
19321989,Luxury apartment 3 min to the beach....,21726991,Silvia,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40743,2.21535,Entire home/apt,850,3,0,,,6,345
19324222,Habitacion en Zona Franca,135354731,Marlene,Sants-Montjuïc,la Marina de Port,41.36104,2.13884,Private room,35,1,4,2017-07-01,0.15,3,0
19326561,Double Room Short Walk to the Beach,17115942,Andrea,Sant Martí,el Poblenou,41.4008,2.20529,Private room,50,5,26,2019-07-01,1.00,1,226
19329041,Excelente ubicación ambiente tranquilo,9611641,Leydy,Eixample,Sant Antoni,41.37544,2.16052,Private room,40,2,11,2019-07-16,0.80,3,348
19335261,"Barcelona city center,  2 Bedrooms with balcony",34109198,Morgan & Karen,Ciutat Vella,el Raval,41.38079,2.16448,Entire home/apt,40,32,2,2019-06-17,0.63,1,338
19336825,Cheap Room in Central & Chilled Flat,23185232,Jonas Paul,Ciutat Vella,el Raval,41.38144,2.16572,Private room,35,2,4,2017-07-29,0.16,1,0
19340109,Massive double room with terrace in BCN center,33048789,Karina,Ciutat Vella,el Raval,41.37623,2.17138,Private room,65,1,55,2019-07-15,2.15,2,159
19342564,Cozy double room close to Plaza España,14261482,Vilma,Sants-Montjuïc,el Poble Sec,41.3733,2.15788,Private room,51,4,80,2019-07-28,3.13,1,0
19343794,Cosy Double Room. Near City+Beach,125009357,Selena,Sant Martí,la Verneda i la Pau,41.42121,2.20957,Private room,70,2,12,2019-03-11,0.47,1,344
19343873,Spacious apartment with private terrace,42911391,Anastasia,Sants-Montjuïc,el Poble Sec,41.37348,2.15995,Entire home/apt,130,3,56,2019-07-28,2.18,1,26
19344526,JaviMiki,135537204,Javier,Sants-Montjuïc,Sants,41.37224,2.13515,Private room,55,2,0,,,1,0
19345829,Stylish Apartment Plaza España. Renovated 2017,3039107,Manuel,Sants-Montjuïc,el Poble Sec,41.37423,2.15658,Entire home/apt,59,83,24,2018-09-26,0.92,31,243
19349295,Nice apartmet in Barcelona room for rent.,133103067,Fernando,Sants-Montjuïc,Sants - Badal,41.37196,2.13099,Private room,55,1,12,2019-08-07,0.48,3,111
19351508,Beautiful Flat for 4 with AC near Sagrada Familia,135518344,Duygu,Eixample,la Sagrada Família,41.40744,2.17929,Entire home/apt,150,5,32,2018-05-24,1.23,2,14
19354061,Habitación + baño privado + ubicación privilegiada,135628907,Jessica,Sants-Montjuïc,el Poble Sec,41.37434,2.15652,Private room,64,1,24,2017-11-18,0.92,1,365
19355007,Delightful 2 bedroom apartment,130223809,Daiga,Eixample,Sant Antoni,41.38086,2.159,Entire home/apt,48,32,2,2019-04-12,0.20,12,223
19357639,"Holiday in Style Suite52 3bd Swimming Pool, Center",2291129,Marta And Emanuele,Eixample,la Dreta de l'Eixample,41.39036,2.1688,Entire home/apt,350,3,82,2019-07-25,3.25,9,336
19362632,Comfortable doble room. Gayfriendly space.,18889050,Marcel,Eixample,l'Antiga Esquerra de l'Eixample,41.38514,2.16149,Private room,50,1,11,2019-07-31,4.12,1,45
19372080,Large doubleroom close Park Güell/Sagrada Familia,135793389,Irene,Horta-Guinardó,el Guinardó,41.41972,2.174,Private room,60,2,2,2017-08-22,0.08,1,0
19372282,FANTASTICA HABITACION DOBLE EN BARCELONA CENTRO,135794114,Alexander,Eixample,Sant Antoni,41.37941,2.15773,Private room,40,2,24,2017-12-26,0.92,2,0
19373007,Sunny & Central room with balcony (A),5032296,Clara,Eixample,l'Antiga Esquerra de l'Eixample,41.38633,2.16085,Private room,46,5,77,2019-07-16,3.02,3,305
19373099,Habitacion Individual en Zona Franca,135354731,Marlene,Sants-Montjuïc,la Marina de Port,41.35942,2.13805,Private room,30,1,0,,,3,0
19373641,Habitacion Doble en Zona Franca,135354731,Marlene,Sants-Montjuïc,la Marina de Port,41.35935,2.13815,Private room,55,1,0,,,3,0
19373734,Nice double bedroom in Born Barcelona,120228535,Joan,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38292,2.18064,Private room,39,4,6,2019-07-17,3.05,2,72
19373792,Room in Gràcia (Barcelona) close to Park Güell.,57429810,David,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41099,2.16002,Private room,28,2,136,2019-07-22,5.28,1,64
19380085,Hermoso Apartamento SPBP22388,54820821,Albert,Eixample,la Sagrada Família,41.40648,2.1724,Entire home/apt,80,1,78,2019-07-25,3.04,20,90
19380351,SPACIOUS APARTMENT IN THE CITY CENTER,135845813,Doyouapartments,Eixample,la Dreta de l'Eixample,41.39652,2.17608,Entire home/apt,160,3,45,2019-07-26,1.77,2,51
19381671,Room in Gracia / Habitación en Gracia,1384020,Odi,Gràcia,la Salut,41.40942,2.15119,Private room,27,4,11,2019-07-20,0.43,4,307
19381729,Habitación privada,7119048,Viviana,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41095,2.14341,Private room,32,2,8,2017-09-13,0.31,1,0
19383965,"Habitación junto Park Guell. Tranquila, comunicada",30453303,Xavi,Gràcia,la Salut,41.41104,2.15132,Private room,25,30,3,2017-09-16,0.13,1,255
19385792,2rooms+mezzanine+2 private bathrooms for 7 guests,26376879,Guillaume,Sant Martí,el Camp de l'Arpa del Clot,41.40799,2.18271,Private room,200,2,13,2019-06-28,0.51,3,329
19386220,Bertha's ArtSpace,43867885,Bertha,Eixample,la Nova Esquerra de l'Eixample,41.38246,2.14997,Private room,34,3,42,2019-07-25,1.64,2,327
19387279,Habitación 2 Sagrada Familia,90252281,Mercedes,Eixample,la Sagrada Família,41.40838,2.17062,Private room,40,1,6,2019-07-02,0.25,2,267
19394386,Habitación doble en Horta,56513263,Joan,Horta-Guinardó,Horta,41.42974,2.16525,Private room,42,1,2,2017-12-16,0.08,2,0
19395233,Cosy Studio with Patio in Sants,28043451,Anima Apartments,Sants-Montjuïc,Sants - Badal,41.37351,2.12987,Entire home/apt,79,3,32,2019-07-26,1.25,13,290
19398656,Bac de Roda flatmate,135993453,Esteban,Sant Martí,Sant Martí de Provençals,41.4183,2.19614,Private room,45,2,7,2019-05-12,0.40,1,86
19399077,Habitación muy tranquila  ideal para descansar,5719437,Zoraida,Sant Martí,el Parc i la Llacuna del Poblenou,41.39996,2.18952,Private room,50,1,7,2017-10-02,0.28,2,362
19402908,Nico's ArtSpace,43867885,Bertha,Eixample,la Nova Esquerra de l'Eixample,41.38121,2.15016,Private room,38,3,38,2019-07-22,1.50,2,340
19404510,Room Bcn Center,136026153,Guillaume &  Daniel,Ciutat Vella,el Raval,41.3766,2.16937,Private room,25,1,171,2019-08-05,6.57,1,288
19405798,Mapi,136042099,Manel,Sant Martí,el Besòs i el Maresme,41.41496,2.21968,Private room,26,7,8,2019-06-22,0.31,2,365
19407188,NICE DOUBLE ROOM,133140256,Adrian,Eixample,la Nova Esquerra de l'Eixample,41.38222,2.14464,Private room,52,1,128,2019-07-27,4.95,1,175
19407295,habitacion privada,136055008,Patricia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40432,2.17025,Private room,35,2,35,2019-07-23,1.35,1,90
19409023,Lovely room with balcony in Barcelona Sants,132069734,Jóse,Sants-Montjuïc,la Bordeta,41.371,2.13273,Private room,30,5,8,2019-06-28,0.31,1,0
19409047,Quiet Single Room (Poble Nou) near beach and shops,7723952,Antonio,Sant Martí,el Poblenou,41.40274,2.20763,Private room,27,2,107,2019-07-30,4.12,1,51
19409164,GREAT DOUBLE ROOM IN A CENTRIC AND NICE APARTMENT,135794114,Alexander,Eixample,Sant Antoni,41.38002,2.15723,Private room,30,2,10,2017-09-05,0.39,2,0
19410032,Alquilo habitación céntrica. Raval. Parejas o uno,45072553,Cami,Ciutat Vella,el Raval,41.38454,2.16405,Private room,50,3,1,2017-06-21,0.04,1,0
19418846,Cozy Beutiful  Bedroom,36698583,Albert,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40833,2.14446,Private room,30,6,17,2019-06-22,0.67,4,269
19420469,STUDIO IN THE GOTHIC I,7843388,Leyre,Ciutat Vella,el Barri Gòtic,41.38026,2.17642,Entire home/apt,30,32,4,2019-06-02,0.42,45,31
19421041,Single room in renewed flat in Les Corts,24351095,Xavier,Les Corts,les Corts,41.38482,2.13627,Private room,17,32,6,2019-08-01,0.39,1,262
19421804,Centric Apartment near Sagrada Familia,136151790,Luciana,Eixample,la Dreta de l'Eixample,41.39595,2.16519,Entire home/apt,85,4,14,2019-07-16,0.71,1,38
19421991,"""Borne"" Suite with Private bathroom -best location",80530331,Victor,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38668,2.17865,Private room,75,2,55,2019-07-19,2.15,3,315
19422319,Loft en gracia Barcelona,1761853,Lola,Gràcia,la Vila de Gràcia,41.40042,2.16347,Entire home/apt,80,32,8,2017-08-18,0.31,3,283
19422997,Gran Via /Coliseum EXECUTIVE - 2 pax (+ 1 kid),2439400,Key Inn,Eixample,la Dreta de l'Eixample,41.38708,2.16608,Entire home/apt,55,31,6,2019-05-17,0.44,47,1
19424216,Cozy Double Room with Balcony in Borne area,80530331,Victor,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.386,2.17856,Private room,65,2,40,2019-07-24,1.59,3,354
19424985,Priv Double Room+Living Room near Sagrada Familia,96917715,Silvia,Horta-Guinardó,el Guinardó,41.41475,2.17861,Private room,45,2,11,2017-09-25,0.44,1,0
19425833,Piso en la Sagrera,33555149,Antonio,Sant Andreu,Navas,41.41816,2.18958,Entire home/apt,80,30,0,,,1,365
19426207,"""Borne Area"" Double Bedroom in best location",80530331,Victor,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38757,2.17704,Private room,50,2,37,2019-07-12,1.42,3,327
19429056,Renovated 3 bedroom in the historical Born,131471938,Nicolas & Dunia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38613,2.17746,Entire home/apt,35,31,6,2019-07-23,0.25,1,339
19432305,The green suite,136236479,Jude,Ciutat Vella,el Raval,41.38063,2.16995,Entire home/apt,58,35,6,2019-07-30,0.23,1,184
19432812,INDIVIDUAL ROOM NEXT TO SAGRADA FAMILIA (GAUDI).,136236687,Carmen,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40352,2.16997,Private room,15,1,76,2019-07-20,3.23,1,1
19434638,Lovely beach apartment,3038977,Hugo,Sant Martí,la Vila Olímpica del Poblenou,41.39206,2.20155,Private room,35,4,50,2019-07-29,1.96,1,319
19434730,PRIVATE ROOM IN THE CENTER OF BARCELONA!❤️,136240707,Yesi,Ciutat Vella,el Barri Gòtic,41.38645,2.17148,Private room,50,2,51,2019-07-15,1.97,2,359
19435954,BRIGHT AND SPACIOUS ROOM WITH SEA WIEVS,42428515,Maria,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40148,2.20815,Private room,40,2,0,,,1,0
19435986,PRIVATE ROOM IN THE CENTER OF BARCELONA!! ❤️,136240707,Yesi,Ciutat Vella,el Raval,41.38491,2.16474,Private room,50,2,41,2019-07-15,1.60,2,354
19436738,Comfortable double room close to the city center,130295656,Katy,Sant Martí,Sant Martí de Provençals,41.41577,2.194,Private room,45,2,6,2018-06-04,0.24,1,0
19445324,Habitación 1 Sagrada Familia,90252281,Mercedes,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4052,2.16878,Private room,40,1,4,2019-06-01,0.16,2,268
19445745,"Cozy private room , garden access near the beach",23868276,Leo,Sant Martí,Provençals del Poblenou,41.41166,2.20571,Private room,39,2,32,2019-07-15,1.24,2,352
19445891,Cool Bohemian Flat: Room to Rent,27194790,Brandie,Sants-Montjuïc,Sants,41.37676,2.13667,Private room,50,2,6,2017-10-01,0.23,1,0
19446899,Vista desde el balcón,22083152,Alvaro,Eixample,Sant Antoni,41.38017,2.15666,Entire home/apt,145,1,222,2019-08-08,8.68,1,257
19449109,CHARMING 2BDR APARTMENT IN GREAT NEIGHBOURHOOD,7843388,Leyre,Ciutat Vella,el Barri Gòtic,41.3812,2.17705,Entire home/apt,35,32,6,2019-06-01,0.43,45,82
19450897,Mestral Mar Doble hab.2,134881865,Mestral,Eixample,el Fort Pienc,41.39781,2.17904,Private room,77,2,3,2018-06-17,0.12,12,0
19451647,1 habitacion en piso familiar en Plaza España.,136391073,Carmen,Sants-Montjuïc,Hostafrancs,41.37658,2.14601,Private room,60,2,38,2019-07-14,1.53,3,23
19457160,A cute room with a private bathroom and balcony,136458568,Andrea,Ciutat Vella,el Raval,41.37876,2.17098,Private room,43,2,42,2019-07-24,1.63,1,300
19461379,Cozy new flat next to Montjuïc,111885362,Laura & Alex,Sants-Montjuïc,el Poble Sec,41.37221,2.16706,Entire home/apt,15,31,5,2018-10-06,0.21,8,363
19465122,"Hab individual, 100 Mts de Paseo de Gracia!",8557414,Amparo,Eixample,la Dreta de l'Eixample,41.39263,2.16638,Private room,21,32,31,2018-11-20,1.31,14,0
19465905,Double Room external Private bathroom!,8557414,Amparo,Eixample,la Dreta de l'Eixample,41.39313,2.16597,Private room,35,31,21,2019-07-02,0.83,14,109
19465907,Beutifull New cozy Bedrooms* SUM,36698583,Albert,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40829,2.1435,Private room,33,4,12,2019-07-02,0.47,4,179
19466167,Double Room Ensuite Bathroom with Balcony!,8557414,Amparo,Eixample,la Dreta de l'Eixample,41.39268,2.16795,Private room,35,31,20,2018-08-19,0.84,14,0
19470717,HABITACIÓN PARA 3 EN PLAZA ESPAÑA,136391073,Carmen,Sants-Montjuïc,Hostafrancs,41.37499,2.14791,Private room,60,2,52,2019-07-14,2.04,3,23
19472751,Magnifica habitacion doble en Sants.,136596545,Tina,Sants-Montjuïc,Sants - Badal,41.37249,2.13075,Private room,44,2,9,2017-08-30,0.36,1,0
19477279,céntrico y tranquilo.,44657811,Luis,Eixample,l'Antiga Esquerra de l'Eixample,41.38655,2.15831,Private room,45,1,7,2018-08-27,0.53,1,0
19480706,BEAUTIFUL ROOM HERMOSA HABITACIÓN-ESPECIAL MASTER,31150204,Pablo,Nou Barris,Vilapicina i la Torre Llobeta,41.42799,2.17191,Private room,90,32,7,2017-08-29,0.28,3,365
19483565,Awsome & staylish double room,136609090,Linda,Sant Martí,Sant Martí de Provençals,41.41495,2.1941,Private room,45,5,0,,,1,0
19486889,Double room(close to airport and center),136775935,Fanny,Sants-Montjuïc,Sants,41.37464,2.14085,Private room,38,2,7,2017-08-31,0.27,1,0
19488332,HABITACION EXTERIOR  (single) EN ALQUILER,11543470,Maria Jose,Sant Martí,el Camp de l'Arpa del Clot,41.41081,2.18677,Private room,25,2,10,2019-06-27,0.39,3,60
19494260,Bedroom+private bathroom -next metro Barceloneta,25942179,Luigi,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38352,2.18576,Private room,300,1,0,,,1,89
19495182,NamasteHouse,10944377,Andrea,Sants-Montjuïc,el Poble Sec,41.37404,2.1657,Private room,35,3,5,2017-08-24,0.20,1,0
19495313,Perfect New double room with new  Bathroom ! !,88710965,Esther,Eixample,Sant Antoni,41.37606,2.15971,Private room,63,1,0,,,4,87
19495324,Private  room in an attic flat with terrace,136868564,Victor,Horta-Guinardó,la Teixonera,41.4219,2.14599,Private room,30,2,13,2019-07-20,0.90,1,1
19496183,Vila Olimpica Double Room close to the beach,48070220,Omar,Sant Martí,la Vila Olímpica del Poblenou,41.39321,2.19884,Private room,80,3,40,2019-07-30,1.57,1,0
19496549,Sagrada Familia - Cozy room for two,6451715,Gustavo,Eixample,la Sagrada Família,41.40656,2.17894,Private room,45,1,147,2019-07-20,5.73,2,30
19497572,Urquinaona Apartment,99038139,Suites4days,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38839,2.18979,Entire home/apt,90,1,5,2019-06-02,0.93,21,168
19499049,Nice and well-lit double room Poble Sec,11767907,Saana,Sants-Montjuïc,el Poble Sec,41.37291,2.16385,Private room,35,1,5,2019-03-31,0.21,2,0
19499999,Habitación privada en el corazón de Gracia,80536835,Ines,Gràcia,la Vila de Gràcia,41.40163,2.15266,Private room,30,2,8,2018-07-22,0.31,1,0
19501574,Beautiful rom in the heart of barcelona,136879289,Sol,Ciutat Vella,el Barri Gòtic,41.38699,2.17433,Private room,41,2,20,2019-07-25,4.29,1,251
19501925,Apartamento cerca Sagrada Familia,99346094,Marta,Sant Andreu,Navas,41.41832,2.18438,Entire home/apt,110,4,67,2019-08-03,2.97,1,282
19503834,HABITACION  DOBLE.КОМНАТА .,85244156,Zoryana,Horta-Guinardó,Montbau,41.42604,2.14165,Private room,23,2,30,2019-07-10,1.19,2,243
19503907,"Bonita habitación , zona playa de la Marbella",131333020,Jose Antonio,Sant Martí,el Poblenou,41.40175,2.20728,Private room,40,4,0,,,1,0
19505496,Awesome Double Bedroom,136976540,Camila,Eixample,la Nova Esquerra de l'Eixample,41.38008,2.15061,Private room,60,1,5,2017-08-13,0.19,3,0
19509048,Double bedroom with a private bathroom,86640357,Elica,Sant Martí,Provençals del Poblenou,41.41253,2.20058,Private room,65,4,1,2017-07-07,0.04,1,0
19509384,Barcelona Feeling Suite44 2bd Swimming Pool Center,2291129,Marta And Emanuele,Eixample,la Dreta de l'Eixample,41.39151,2.16927,Entire home/apt,210,2,74,2019-07-28,2.93,9,344
19511931,2 Bedrooms close to Magic Fountains,32037490,SweetInn,Eixample,la Nova Esquerra de l'Eixample,41.3786,2.14965,Entire home/apt,90,2,33,2019-05-22,1.53,76,115
19512090,La casa ¨cozy¨ in Sagrada Familia,32037490,SweetInn,Eixample,la Sagrada Família,41.40196,2.17776,Entire home/apt,200,2,46,2019-07-28,1.94,76,155
19513173,Autentic Monumental  P1,20790978,Apartaments Turistics Barcelona S.L,Eixample,la Sagrada Família,41.40247,2.18291,Entire home/apt,400,3,11,2019-06-24,0.44,19,351
19513397,Nice apartment in Barcelona Sants.,133103067,Fernando,Sants-Montjuïc,Sants - Badal,41.37389,2.13061,Private room,50,2,8,2019-08-07,0.32,3,192
19514645,PENTHOUSE IN THE GOTHIC I,7843388,Leyre,Ciutat Vella,el Barri Gòtic,41.38226,2.17558,Entire home/apt,38,32,3,2019-06-30,0.33,45,0
19514818,Habitación doble con balcón y Baño Privado!,8557414,Amparo,Eixample,la Dreta de l'Eixample,41.39268,2.16666,Private room,35,31,5,2017-10-20,0.20,14,91
19514886,PENTHOUSE IN THE GOTHIC II,7843388,Leyre,Ciutat Vella,el Barri Gòtic,41.38162,2.17672,Entire home/apt,38,32,5,2019-06-22,0.30,45,0
19515276,"Single Room, Paseo de Gracia!",8557414,Amparo,Eixample,la Dreta de l'Eixample,41.39281,2.16653,Private room,22,31,40,2019-07-05,1.62,14,17
19515377,Lovely and big flat close to Plaça Universitat,137054002,Andreu,Eixample,l'Antiga Esquerra de l'Eixample,41.38411,2.15769,Private room,35,1,1,2017-07-21,0.04,1,0
19517262,Appartments,24081857,Yanita,Sant Martí,el Poblenou,41.39888,2.20076,Entire home/apt,47,31,0,,,1,0
19517960,Preciosa Habitación en la propia Diagonal,1520901,Silvia,Les Corts,les Corts,41.39092,2.13994,Private room,48,2,44,2019-08-07,1.70,1,310
19518024,"HABITACIÓN CÓMODA, Y CÉNTRICA",108455858,Erika,Gràcia,la Salut,41.41216,2.15747,Private room,54,2,8,2017-08-22,0.32,2,0
19522765,Room en el Born,137107059,Dana,Eixample,la Dreta de l'Eixample,41.3907,2.17687,Private room,60,1,9,2017-08-29,0.35,1,0
19528521,.,119393888,Daniel,Ciutat Vella,el Raval,41.38526,2.16707,Entire home/apt,65,4,7,2019-07-17,0.28,1,44
19529939,Adorable Double Room,136976540,Camila,Eixample,la Nova Esquerra de l'Eixample,41.38202,2.15203,Private room,60,1,4,2017-08-30,0.16,3,0
19535792,Delicioso piso de Fin de Siglo XIX-62 m3,15268164,Gerard,Eixample,l'Antiga Esquerra de l'Eixample,41.38503,2.16164,Entire home/apt,51,30,9,2018-08-31,0.37,9,135
19536637,Renovated 3 Bed flat close to Las Ramblas!,137229082,Joel + Françoise,Ciutat Vella,el Raval,41.37888,2.1649,Entire home/apt,35,31,4,2018-09-04,0.17,2,241
19536690,"CASANOVA ELEGANCE, stylish, 4 double bedrooms",134698146,Luis,Eixample,l'Antiga Esquerra de l'Eixample,41.3855,2.1596,Entire home/apt,130,1,71,2019-06-16,0.84,38,146
19536691,"PLAZA ESPAÑA, comfy, 3 bedrooms",134698146,Luis,Sants-Montjuïc,Hostafrancs,41.37576,2.14644,Entire home/apt,92,1,22,2019-07-16,0.25,38,127
19536692,"PARLAMENT, balcony, Sant Antoni market.",134698146,Luis,Eixample,Sant Antoni,41.3751,2.16128,Entire home/apt,79,1,42,2019-07-26,1.52,38,110
19536693,"CALABRIA, central, large, 4 bedrooms",134698146,Luis,Eixample,Sant Antoni,41.37888,2.1548,Entire home/apt,105,1,47,2019-06-17,0.63,38,144
19536695,MARQUES - 4 bedrooms apartment,134698146,Luis,Eixample,Sant Antoni,41.37535,2.16343,Entire home/apt,105,1,41,2019-07-21,0.50,38,133
19536697,"DELUXE SUITE, central, boho chic, balcony",134698146,Luis,Eixample,l'Antiga Esquerra de l'Eixample,41.38366,2.15787,Entire home/apt,92,1,35,2019-07-21,0.71,38,111
19536698,"DELUXE, central, boho, views, 3 bedrooms",134698146,Luis,Eixample,l'Antiga Esquerra de l'Eixample,41.38478,2.15933,Entire home/apt,105,1,73,2019-07-25,2.87,38,181
19536699,"PASSEIG DE GRACIA, large terrace-patio",134698146,Luis,Eixample,l'Antiga Esquerra de l'Eixample,41.38815,2.16189,Entire home/apt,105,1,35,2019-07-27,0.47,38,85
19536700,"VILADOMAT, large, comfy, 4 bedrooms",134698146,Luis,Eixample,Sant Antoni,41.37829,2.15865,Entire home/apt,107,1,61,2019-06-08,1.54,38,118
19536701,ATIC SAGRADA FAMILIA,134698146,Luis,Eixample,el Fort Pienc,41.40079,2.17711,Entire home/apt,94,1,44,2019-07-23,0.91,38,117
19536702,"BORRELL, Sant Antoni market",134698146,Luis,Eixample,Sant Antoni,41.3786,2.16289,Entire home/apt,92,1,20,2019-07-17,0.88,38,113
19536703,"DELUXE, central, classy, balcony",134698146,Luis,Eixample,l'Antiga Esquerra de l'Eixample,41.38324,2.15762,Entire home/apt,92,1,31,2019-07-16,1.31,38,183
19536704,"GRACIA BONAVISTA, 3 bedrooms",134698146,Luis,Gràcia,la Vila de Gràcia,41.39897,2.16004,Entire home/apt,94,1,12,2019-07-05,0.83,38,38
19536705,GRACIA DREAM,134698146,Luis,Gràcia,la Vila de Gràcia,41.39891,2.1595,Entire home/apt,79,1,15,2019-07-24,0.85,38,104
19536706,"CIUTADELLA PARK, 4 double bedrooms, green park",134698146,Luis,Sant Martí,el Parc i la Llacuna del Poblenou,41.39103,2.1854,Entire home/apt,166,1,58,2019-08-03,2.44,38,114
19536707,"ATIC CIUTADELLA PARK, 2 double bedrooms",134698146,Luis,Sant Martí,el Parc i la Llacuna del Poblenou,41.39136,2.18504,Entire home/apt,86,1,29,2019-07-31,0.58,38,205
19536708,GRACIA ROSE,134698146,Luis,Gràcia,la Vila de Gràcia,41.40088,2.15771,Entire home/apt,103,1,22,2019-07-21,0.58,38,149
19536709,"CIUTADELLA PARK, 4 bedrooms, park views",134698146,Luis,Sant Martí,el Parc i la Llacuna del Poblenou,41.39168,2.18523,Entire home/apt,130,1,49,2019-08-02,2.09,38,147
19536710,"OLIVERA, balcony, Plaza España, La Fira",134698146,Luis,Sants-Montjuïc,el Poble Sec,41.37282,2.15515,Entire home/apt,79,1,20,2019-07-23,1.33,38,130
19536711,PORT I apartment,134698146,Luis,Sants-Montjuïc,el Poble Sec,41.37242,2.1741,Entire home/apt,92,1,28,2019-07-20,0.84,38,96
19536712,CIUTADELLA PARK 5-2,134698146,Luis,Sant Martí,el Parc i la Llacuna del Poblenou,41.39014,2.18478,Entire home/apt,118,1,35,2019-07-14,1.04,38,136
19536713,"PLAZA ESPAÑA DELUXE, light, views.",134698146,Luis,Eixample,Sant Antoni,41.37643,2.15201,Entire home/apt,114,1,66,2019-07-22,0.88,38,104
19536714,GRACIA cozy living,134698146,Luis,Gràcia,la Vila de Gràcia,41.39927,2.16136,Entire home/apt,79,1,34,2019-07-21,1.21,38,99
19536715,GRACIA SUITE comfort,134698146,Luis,Gràcia,la Vila de Gràcia,41.39733,2.15924,Entire home/apt,79,1,4,2019-05-29,0.18,38,106
19536716,"GRACIA SUITE, balcony",134698146,Luis,Gràcia,la Vila de Gràcia,41.3988,2.16102,Entire home/apt,79,1,13,2019-07-07,0.58,38,107
19536717,"GRACIA chic style, balcony",134698146,Luis,Gràcia,la Vila de Gràcia,41.39885,2.16113,Entire home/apt,79,1,42,2019-07-23,1.78,38,114
19536718,"GRACIA boho chic, balcony, views",134698146,Luis,Gràcia,la Vila de Gràcia,41.399,2.16086,Entire home/apt,79,1,24,2019-07-05,1.10,38,127
19536719,"ATIC GRACIA, terrace, lightly, views",134698146,Luis,Gràcia,la Vila de Gràcia,41.39773,2.1601,Entire home/apt,81,1,36,2019-05-01,1.35,38,127
19536720,"GRACIA comfort, patio area",134698146,Luis,Gràcia,la Vila de Gràcia,41.39886,2.15978,Entire home/apt,79,1,35,2019-07-28,1.49,38,119
